,id,tweet,label,category,loc
2197,'295895759876923393',"VIDEO: Chopper pulls toddler from flood: Dramatic video out of flood-stricken Queensland, Australia, captured the daring helicopter r...",on-topic,floods,"{'word': 'Queensland', 'spans': [{'start': 78, 'end': 88}], 'country_predicted': 'AUS', 'country_conf': 0.9634983, 'geo': {'admin1': 'Queensland', 'lat': '-20', 'lon': '145', 'country_code3': 'AUS', 'geonameid': '2152274', 'place_name': 'State of Queensland', 'feature_class': 'A', 'feature_code': 'ADM1'}}"
2198,'296832319933788160',"RT @HelmBar: Don't forget we are donating $1 from every $12 pizza sold today to the Red Cross Queensland flood appeal. \\And,... http:// ...",on-topic,floods,"{'word': 'Queensland', 'spans': [{'start': 94, 'end': 104}], 'country_predicted': 'AUS', 'country_conf': 0.957188, 'geo': {'admin1': 'Queensland', 'lat': '-20', 'lon': '145', 'country_code3': 'AUS', 'geonameid': '2152274', 'place_name': 'State of Queensland', 'feature_class': 'A', 'feature_code': 'ADM1'}}"
2199,'325324559110782976',"RT @nycjim: $400,000+ has been raised for Boston newlyweds who each lost a leg in Marathon blast. http://t.co/pxWz78XByG",on-topic,bombing,"{'word': 'Boston', 'spans': [{'start': 42, 'end': 48}], 'country_predicted': 'USA', 'country_conf': 0.957188, 'geo': {'admin1': 'Massachusetts', 'lat': '42.35843', 'lon': '-71.05977', 'country_code3': 'USA', 'geonameid': '4930956', 'place_name': 'Boston', 'feature_class': 'P', 'feature_code': 'PPLA'}}"
2200,'325210857011281921',Chilling when one man has enough terror to instill to close off entire Boston #prayformit #prayforboston,on-topic,bombing,"{'word': 'Boston', 'spans': [{'start': 71, 'end': 77}], 'country_predicted': 'USA', 'country_conf': 0.957188, 'geo': {'admin1': 'Massachusetts', 'lat': '42.35843', 'lon': '-71.05977', 'country_code3': 'USA', 'geonameid': '4930956', 'place_name': 'Boston', 'feature_class': 'P', 'feature_code': 'PPLA'}}"
2201,'336885414742851584',"RT @Barbi_Twins: Those affected by Oklahoma tornado & need sanctuary for #horses,\a place! #Equine... http://t.co/ah1lwrExWd",on-topic,tornado,"{'word': 'Oklahoma', 'spans': [{'start': 35, 'end': 43}], 'country_predicted': 'USA', 'country_conf': 0.9634983, 'geo': {'admin1': 'Oklahoma', 'lat': '35.49209', 'lon': '-97.50328', 'country_code3': 'USA', 'geonameid': '4544379', 'place_name': 'Oklahoma', 'feature_class': 'A', 'feature_code': 'ADM1'}}"
2202,'325200047593648128',"RT @7News: BREAKING: BPD: Terrorists are brothers. AP: Surviving Boston bomb suspect identified as Dzhokhar A. Tsarnaev, 19, of Cambridg ...",on-topic,bombing,"{'word': 'Dzhokhar', 'spans': [{'start': 99, 'end': 107}], 'country_predicted': 'RUS', 'country_conf': 0.9528109, 'geo': {'admin1': 'Chechnya', 'lat': '43.31195', 'lon': '45.68895', 'country_code3': 'RUS', 'geonameid': '558418', 'place_name': 'Groznyy', 'feature_class': 'P', 'feature_code': 'PPLA'}}"
2203,'348848927891673089',"65,000 people allowed back home in Calgary. Mandatory evacuation orders lifted in most areas. #abflood #cbc",on-topic,floods,"{'word': 'Calgary', 'spans': [{'start': 35, 'end': 42}], 'country_predicted': 'CAN', 'country_conf': 0.87992215, 'geo': {'admin1': 'Alberta', 'lat': '51.05011', 'lon': '-114.08529', 'country_code3': 'CAN', 'geonameid': '5913490', 'place_name': 'Calgary', 'feature_class': 'P', 'feature_code': 'PPL'}}"
2204,'296040395396231168',What the insurance companies see: maps of #Australia's most #flood-vulnerable homes | GlobalMail | http://t.co/rAclZywz #ipswitch #qld,on-topic,floods,"{'word': 'Australia', 'spans': [{'start': 43, 'end': 52}], 'country_predicted': 'AUS', 'country_conf': 0.9516948, 'geo': {'admin1': 'NA', 'lat': '-25', 'lon': '135', 'country_code3': 'AUS', 'geonameid': '2077456', 'place_name': 'Commonwealth of Australia', 'feature_class': 'A', 'feature_code': 'PCLI'}}"
2205,'324581488718921730',RT @AP: MORE: Official says bombing suspect is to be taken into custody and taken to a Boston courthouse: http://t.co/XCKU0hAhwr -BW,on-topic,bombing,"{'word': 'Boston', 'spans': [{'start': 87, 'end': 93}], 'country_predicted': 'USA', 'country_conf': 0.957188, 'geo': {'admin1': 'Massachusetts', 'lat': '42.35843', 'lon': '-71.05977', 'country_code3': 'USA', 'geonameid': '4930956', 'place_name': 'Boston', 'feature_class': 'P', 'feature_code': 'PPLA'}}"
2206,'324137432025034752',"RT @Mujtaba3li: 15th Apr 2013: 2 Explosions in USA 3 dead=FB,Twitter,Instagram flooded with  #PrayForBoston 18 Bombs in Iraq more then ...",on-topic,bombing,"{'word': 'Iraq', 'spans': [{'start': 120, 'end': 124}], 'country_predicted': 'IRQ', 'country_conf': 0.9516948, 'geo': {'admin1': 'NA', 'lat': '33', 'lon': '44', 'country_code3': 'IRQ', 'geonameid': '99237', 'place_name': 'Republic of Iraq', 'feature_class': 'A', 'feature_code': 'PCLI'}}"
2207,'591903395096563712',"RT @Oikoumene: Please join us in #prayers for #Nepal, for the bereaved families of those who are killed and injured. http://t.co/CSJQNsnkfo",on-topic,earthquake,"{'word': 'Nepal', 'spans': [{'start': 47, 'end': 52}], 'country_predicted': 'NPL', 'country_conf': 0.9516948, 'geo': {'admin1': 'NA', 'lat': '28', 'lon': '84', 'country_code3': 'NPL', 'geonameid': '1282988', 'place_name': 'Federal Democratic Republic of Nepal', 'feature_class': 'A', 'feature_code': 'PCLI'}}"
2208,'324256617296175104',This guy was from the Seattle area. #bostonmarathon #prayforboston http://t.co/rySGAHVLN9,on-topic,bombing,"{'word': 'Seattle', 'spans': [{'start': 22, 'end': 29}], 'country_predicted': 'USA', 'country_conf': 0.96374094, 'geo': {'admin1': 'Washington', 'lat': '47.60621', 'lon': '-122.33207', 'country_code3': 'USA', 'geonameid': '5809844', 'place_name': 'Seattle', 'feature_class': 'P', 'feature_code': 'PPLA2'}}"
2210,'296881506180292609',@restoreqld \Troops lend muscle to Queensland’s flood recovery\http://t.co/txF8gg3u,on-topic,floods,"{'word': 'Queensland', 'spans': [{'start': 35, 'end': 45}], 'country_predicted': 'AUS', 'country_conf': 0.957188, 'geo': {'admin1': 'Queensland', 'lat': '-20', 'lon': '145', 'country_code3': 'AUS', 'geonameid': '2152274', 'place_name': 'State of Queensland', 'feature_class': 'A', 'feature_code': 'ADM1'}}"
2212,'348978632967987201',@AmberCraig_: 6 good things to come out of Calgary floods http://t.co/dJtQyngB3v great blog by @mikesbloggity #yychelps,on-topic,floods,"{'word': 'Calgary', 'spans': [{'start': 43, 'end': 50}], 'country_predicted': 'CAN', 'country_conf': 0.87992215, 'geo': {'admin1': 'Alberta', 'lat': '51.05011', 'lon': '-114.08529', 'country_code3': 'CAN', 'geonameid': '5913490', 'place_name': 'Calgary', 'feature_class': 'P', 'feature_code': 'PPL'}}"
2213,'324949481294544896',It serves well the gov't purpose to NOT identify the perps of Boston bombing. Much propaganda can be made up in that vacuum.,on-topic,bombing,"{'word': 'Boston', 'spans': [{'start': 62, 'end': 68}], 'country_predicted': 'USA', 'country_conf': 0.957188, 'geo': {'admin1': 'Massachusetts', 'lat': '42.35843', 'lon': '-71.05977', 'country_code3': 'USA', 'geonameid': '4930956', 'place_name': 'Boston', 'feature_class': 'P', 'feature_code': 'PPLA'}}"
2214,'324388623380254720',RT @Dave_Stubbs: Bell Centre during moment of silence for #BostonMarathon tragedy. #Bruins #Habs http://t.co/zJcKdHjWyt,on-topic,bombing,"{'word': 'Bell Centre', 'spans': [{'start': 17, 'end': 28}], 'country_predicted': 'USA', 'country_conf': 0.9048774, 'geo': {'admin1': 'Wisconsin', 'lat': '43.29165', 'lon': '-90.82679', 'country_code3': 'USA', 'geonameid': '5245324', 'place_name': 'Bell Center', 'feature_class': 'P', 'feature_code': 'PPL'}}"
2215,'348938095321825280',"RT @dianefrancis1: .@globalnews great photo gallery of Calgary areas, before and after flood http://t.co/xGl2OLDI1w",on-topic,floods,"{'word': 'Calgary', 'spans': [{'start': 55, 'end': 62}], 'country_predicted': 'CAN', 'country_conf': 0.87992215, 'geo': {'admin1': 'Alberta', 'lat': '51.05011', 'lon': '-114.08529', 'country_code3': 'CAN', 'geonameid': '5913490', 'place_name': 'Calgary', 'feature_class': 'P', 'feature_code': 'PPL'}}"
2216,'324734196021080064',"CAUGHT ON CAMERA: Fertilizer Plant Explosion Near Waco, Texas http://t.co/FGnRORZW11 @Huntermoore",on-topic,explosion,"{'word': 'Waco', 'spans': [{'start': 50, 'end': 54}], 'country_predicted': 'USA', 'country_conf': 0.9634983, 'geo': {'admin1': 'Texas', 'lat': '31.54933', 'lon': '-97.14667', 'country_code3': 'USA', 'geonameid': '4739526', 'place_name': 'Waco', 'feature_class': 'P', 'feature_code': 'PPLA2'}}"
2217,'336980964335030273',RT @PerezHilton: NBA Star Kevin Durant Donates $1 Million To Red Cross For Oklahoma Tornado Relief! http://t.co/sQoixDgUge http://t.co/RE73…,on-topic,tornado,"{'word': 'Oklahoma', 'spans': [{'start': 75, 'end': 83}], 'country_predicted': 'USA', 'country_conf': 0.9634983, 'geo': {'admin1': 'Oklahoma', 'lat': '35.49209', 'lon': '-97.50328', 'country_code3': 'USA', 'geonameid': '4544379', 'place_name': 'Oklahoma', 'feature_class': 'A', 'feature_code': 'ADM1'}}"
2218,'324153847205486593',"This shit really hits home, I used to drive down boylston street everyday after classes..",on-topic,bombing,"{'word': 'boylston street', 'spans': [{'start': 49, 'end': 64}], 'country_predicted': 'USA', 'country_conf': 0.96374094, 'geo': {'admin1': 'Massachusetts', 'lat': '42.31954', 'lon': '-71.17561', 'country_code3': 'USA', 'geonameid': '4928613', 'place_name': '200 Boylston Street Shopping Center', 'feature_class': 'S', 'feature_code': 'MALL'}}"
2219,'295414726580641792',Wild wind and rain along the Logan River today @MarkMcArdleMP. Please explain how Energex helicopters will lift lines &amp; restore power. #BS,on-topic,floods,"{'word': 'Logan', 'spans': [{'start': 29, 'end': 34}], 'country_predicted': 'AUS', 'country_conf': 0.9048774, 'geo': {'admin1': 'Queensland', 'lat': '-27.76294', 'lon': '153.04492', 'country_code3': 'AUS', 'geonameid': '7839591', 'place_name': 'Logan', 'feature_class': 'A', 'feature_code': 'ADM2'}}"
2220,'324734524414107648',"RT @SenTedCruz: Praying for all affected by the horrific explosion in West, TX - especially the first responders rushing into harm's way ...",on-topic,explosion,"{'word': 'TX', 'spans': [{'start': 76, 'end': 78}], 'country_predicted': 'USA', 'country_conf': 0.96374094, 'geo': {'admin1': 'Texas', 'lat': '32.7585', 'lon': '-97.8085', 'country_code3': 'USA', 'geonameid': '6480279', 'place_name': 'Ramada Limited Weatherford Tx', 'feature_class': 'S', 'feature_code': 'HTL'}}"
2221,'348184990707744768',RT @WestJet: A flexible change/ cancellation promise remains in effect for guests flying to/ from Calgary. http://t.co/VdwX3591gD #abflood,on-topic,floods,"{'word': 'Calgary', 'spans': [{'start': 98, 'end': 105}], 'country_predicted': 'CAN', 'country_conf': 0.87992215, 'geo': {'admin1': 'Alberta', 'lat': '51.05011', 'lon': '-114.08529', 'country_code3': 'CAN', 'geonameid': '5913490', 'place_name': 'Calgary', 'feature_class': 'P', 'feature_code': 'PPL'}}"
2222,'324999572004937728',RT @MyFoxHouston: #Breaking Suspect 1 and Suspect 2 in Boston Marathon Bombing\Contact boston@ic.fbi.gov or 1-800-CALL-FBI\ http://t.co/ ...,on-topic,bombing,"{'word': 'Boston', 'spans': [{'start': 55, 'end': 61}], 'country_predicted': 'USA', 'country_conf': 0.957188, 'geo': {'admin1': 'Massachusetts', 'lat': '42.35843', 'lon': '-71.05977', 'country_code3': 'USA', 'geonameid': '4930956', 'place_name': 'Boston', 'feature_class': 'P', 'feature_code': 'PPLA'}}"
2223,'349528790852042752',Coping with Calgary: Stories and lessons from the flood zone http://t.co/oFpaQYsbnu @hrmcanada #hrlaw,on-topic,floods,"{'word': 'Calgary', 'spans': [{'start': 12, 'end': 19}], 'country_predicted': 'CAN', 'country_conf': 0.87992215, 'geo': {'admin1': 'Alberta', 'lat': '51.05011', 'lon': '-114.08529', 'country_code3': 'CAN', 'geonameid': '5913490', 'place_name': 'Calgary', 'feature_class': 'P', 'feature_code': 'PPL'}}"
2224,'324792728313548800',@GlobalGrind: JUST IN: Shocking video of the explosion in Texas where 60-70 are reportedly dead http://t.co/ssoWAG3cq5 #PrayForTexas,on-topic,explosion,"{'word': 'Texas', 'spans': [{'start': 58, 'end': 63}], 'country_predicted': 'USA', 'country_conf': 0.9634983, 'geo': {'admin1': 'Texas', 'lat': '31.25044', 'lon': '-99.25061', 'country_code3': 'USA', 'geonameid': '4736286', 'place_name': 'Texas', 'feature_class': 'A', 'feature_code': 'ADM1'}}"
2225,'324742455557775360',"It's been a rough week for America, and it's only Wednesday. #PrayForBoston #PrayForTexas \\Actually, just pray for everything.",on-topic,bombing,"{'word': 'America', 'spans': [{'start': 27, 'end': 34}], 'country_predicted': 'USA', 'country_conf': 0.9516948, 'geo': {'admin1': 'Wyoming', 'lat': '41.54357', 'lon': '-109.85903', 'country_code3': 'USA', 'geonameid': '5830444', 'place_name': 'Little America', 'feature_class': 'P', 'feature_code': 'PPL'}}"
2226,'295493694600146944',RT @7NewsBrisbane: Foam from rough waves at Alexandra Headland resembles snow on the Sunshine Coast #staysafe #bigwet #queensland #flood ...,on-topic,floods,"{'word': 'Alexandra Headland', 'spans': [{'start': 44, 'end': 62}], 'country_predicted': 'AUS', 'country_conf': 0.9048774, 'geo': {'admin1': 'Queensland', 'lat': '-26.67154', 'lon': '153.10058', 'country_code3': 'AUS', 'geonameid': '6693768', 'place_name': 'Alexandra Headland', 'feature_class': 'P', 'feature_code': 'PPL'}}"
2227,'295680928049684480',RT @postboxadam: Watching @melissadoyle lead outstanding #7news coverage of the flood emergency in Queensland.  Very good reporting team.,on-topic,floods,"{'word': 'Queensland', 'spans': [{'start': 99, 'end': 109}], 'country_predicted': 'AUS', 'country_conf': 0.957188, 'geo': {'admin1': 'Queensland', 'lat': '-20', 'lon': '145', 'country_code3': 'AUS', 'geonameid': '2152274', 'place_name': 'State of Queensland', 'feature_class': 'A', 'feature_code': 'ADM1'}}"
2229,'348220381695442944',"Seeing the views from our ex-community of Crescent Heights and our fave place Canmore is devastating, sending love #yycflood #abflood",on-topic,floods,"{'word': 'Crescent Heights', 'spans': [{'start': 42, 'end': 58}], 'country_predicted': 'USA', 'country_conf': 0.6353264, 'geo': {'admin1': 'California', 'lat': '34.04705', 'lon': '-118.3744', 'country_code3': 'USA', 'geonameid': '5340623', 'place_name': 'Crescent Heights Boulevard Elementary School', 'feature_class': 'S', 'feature_code': 'SCH'}}"
2230,'324740834241179648',"RT @CIApressoffice: If you have housing available for victimes of the #west  #texas explosion, fill out this public Google Form: https:/ ...",on-topic,explosion,"{'word': 'texas', 'spans': [{'start': 78, 'end': 83}], 'country_predicted': 'USA', 'country_conf': 0.957188, 'geo': {'admin1': 'Texas', 'lat': '31.25044', 'lon': '-99.25061', 'country_code3': 'USA', 'geonameid': '4736286', 'place_name': 'Texas', 'feature_class': 'A', 'feature_code': 'ADM1'}}"
2231,'324748591941963776',"THANK YOU @HomeDepot for staying open all night for the people of West, TX. #WestTX #TXFire",on-topic,explosion,"{'word': 'TX', 'spans': [{'start': 72, 'end': 74}], 'country_predicted': 'USA', 'country_conf': 0.96374094, 'geo': {'admin1': 'Texas', 'lat': '32.7585', 'lon': '-97.8085', 'country_code3': 'USA', 'geonameid': '6480279', 'place_name': 'Ramada Limited Weatherford Tx', 'feature_class': 'S', 'feature_code': 'HTL'}}"
2232,'324853923351523328',A explosion at a plant in Texas caused at least 15 deaths and its expected to rise #PrayForTexas,on-topic,explosion,"{'word': 'Texas', 'spans': [{'start': 26, 'end': 31}], 'country_predicted': 'USA', 'country_conf': 0.9634983, 'geo': {'admin1': 'Texas', 'lat': '31.25044', 'lon': '-99.25061', 'country_code3': 'USA', 'geonameid': '4736286', 'place_name': 'Texas', 'feature_class': 'A', 'feature_code': 'ADM1'}}"
2233,'348861859291623425',Rideau Jr High (Public) + St Mary's Sr High (Catholic) BIG DAMAGE :Details LIVE @GlobalCalgary #yycflood #abflood http://t.co/YRErOViJP5,on-topic,floods,"{'word': 'Sr High', 'spans': [{'start': 36, 'end': 43}], 'country_predicted': 'USA', 'country_conf': 0.9048774, 'geo': {'admin1': 'Nevada', 'lat': '38.70993', 'lon': '-117.06592', 'country_code3': 'USA', 'geonameid': '5511460', 'place_name': 'Round Mountain Jr/Sr High School', 'feature_class': 'S', 'feature_code': 'SCH'}}"
2234,'296507100329291777',The Courier Mail today details the plight of Queensland's citrus growers. Please support the Premier's flood appeal and buy some lemons.,on-topic,floods,"{'word': 'Queensland', 'spans': [{'start': 45, 'end': 55}], 'country_predicted': 'AUS', 'country_conf': 0.957188, 'geo': {'admin1': 'Queensland', 'lat': '-20', 'lon': '145', 'country_code3': 'AUS', 'geonameid': '2152274', 'place_name': 'State of Queensland', 'feature_class': 'A', 'feature_code': 'ADM1'}}"
2235,'324104325787942912',Local runner in Boston during explosions,on-topic,bombing,"{'word': 'Boston', 'spans': [{'start': 16, 'end': 22}], 'country_predicted': 'USA', 'country_conf': 0.957188, 'geo': {'admin1': 'Massachusetts', 'lat': '42.35843', 'lon': '-71.05977', 'country_code3': 'USA', 'geonameid': '4930956', 'place_name': 'Boston', 'feature_class': 'P', 'feature_code': 'PPLA'}}"
2237,'324211683771961346',Saudi man has no connection to bombing in boston - talkinboutstuffseoul: hanguknamja:\\He was injured in the … http://t.co/irdkSpl1a0,on-topic,bombing,"{'word': 'boston', 'spans': [{'start': 42, 'end': 48}], 'country_predicted': 'USA', 'country_conf': 0.9424436, 'geo': {'admin1': 'Massachusetts', 'lat': '42.35843', 'lon': '-71.05977', 'country_code3': 'USA', 'geonameid': '4930956', 'place_name': 'Boston', 'feature_class': 'P', 'feature_code': 'PPLA'}}"
2238,'451189248511598593',@TokyoTomBaker Just occurred to me last night how much force tsunami must have to reach us from Chile in 24 hours.,on-topic,earthquake,"{'word': 'Chile', 'spans': [{'start': 96, 'end': 101}], 'country_predicted': 'CHL', 'country_conf': 0.9516948, 'geo': {'admin1': 'NA', 'lat': '-30', 'lon': '-71', 'country_code3': 'CHL', 'geonameid': '3895114', 'place_name': 'Republic of Chile', 'feature_class': 'A', 'feature_code': 'PCLI'}}"
2239,'591903031484162049',"RT @DelhiTweeter: Imagine Kejriwal was PM during Nepal #earthquake, His statement would have been ""Hum kuch nahin kar sakte Ji, Army Presid‰Û_",on-topic,earthquake,"{'word': 'Nepal', 'spans': [{'start': 49, 'end': 54}], 'country_predicted': 'NPL', 'country_conf': 0.9516948, 'geo': {'admin1': 'NA', 'lat': '28', 'lon': '84', 'country_code3': 'NPL', 'geonameid': '1282988', 'place_name': 'Federal Democratic Republic of Nepal', 'feature_class': 'A', 'feature_code': 'PCLI'}}"
2240,'296073503713669121',"RT @Cooksphere: Dear people of Australia - Refugees and flood victims are 2 separate issues, please don't confuse them. #auspol",on-topic,floods,"{'word': 'Australia', 'spans': [{'start': 31, 'end': 40}], 'country_predicted': 'AUS', 'country_conf': 0.9516948, 'geo': {'admin1': 'NA', 'lat': '-25', 'lon': '135', 'country_code3': 'AUS', 'geonameid': '2077456', 'place_name': 'Commonwealth of Australia', 'feature_class': 'A', 'feature_code': 'PCLI'}}"
2241,'325050974613934080',"Whoa RT @jaredbkeller This man witnessed both the Boston Marathon bombings and the West, Texas plant explosion http://t.co/Bu2kGqIEOm",on-topic,explosion,"{'word': 'Texas', 'spans': [{'start': 89, 'end': 94}], 'country_predicted': 'USA', 'country_conf': 0.9634983, 'geo': {'admin1': 'Texas', 'lat': '31.25044', 'lon': '-99.25061', 'country_code3': 'USA', 'geonameid': '4736286', 'place_name': 'Texas', 'feature_class': 'A', 'feature_code': 'ADM1'}}"
2242,'337612101164089345',How You Can Help Animals in #Oklahoma http://t.co/PpmqcALSi6,on-topic,tornado,"{'word': 'Oklahoma', 'spans': [{'start': 29, 'end': 37}], 'country_predicted': 'USA', 'country_conf': 0.9634983, 'geo': {'admin1': 'Oklahoma', 'lat': '35.49209', 'lon': '-97.50328', 'country_code3': 'USA', 'geonameid': '4544379', 'place_name': 'Oklahoma', 'feature_class': 'A', 'feature_code': 'ADM1'}}"
2243,'338012539529068544',Franklin Graham's prayer for Oklahoma volunteers today: May their hands be your hands; may their feet be your feet.,on-topic,tornado,"{'word': 'Oklahoma', 'spans': [{'start': 29, 'end': 37}], 'country_predicted': 'USA', 'country_conf': 0.9634983, 'geo': {'admin1': 'Oklahoma', 'lat': '35.49209', 'lon': '-97.50328', 'country_code3': 'USA', 'geonameid': '4544379', 'place_name': 'Oklahoma', 'feature_class': 'A', 'feature_code': 'ADM1'}}"
2244,'324750870908645376',RT @PlayingForHIM: Prayers for the explosion in West Texas. Many have already been pronounced dead. RETWEET to start a prayer chain.,on-topic,explosion,"{'word': 'West Texas', 'spans': [{'start': 48, 'end': 58}], 'country_predicted': 'USA', 'country_conf': 0.6353264, 'geo': {'admin1': 'Texas', 'lat': '33.58689', 'lon': '-101.85096', 'country_code3': 'USA', 'geonameid': '5533417', 'place_name': 'Southwest Regional Specialty Hospital', 'feature_class': 'S', 'feature_code': 'HSP'}}"
2245,'295865621516791808',"Baby stuffed in bag, hoisted from flood: Australia's powerful storms led to an amazing rescue of two women and a... http://t.co/Ljt12CNb",on-topic,floods,"{'word': 'Australia', 'spans': [{'start': 41, 'end': 50}], 'country_predicted': 'AUS', 'country_conf': 0.9516948, 'geo': {'admin1': 'NA', 'lat': '-25', 'lon': '135', 'country_code3': 'AUS', 'geonameid': '2077456', 'place_name': 'Commonwealth of Australia', 'feature_class': 'A', 'feature_code': 'PCLI'}}"
2247,'337341719790096384',RT @TheBestOfVines: Pray For Oklahoma https://t.co/Xa7DpvrPxY,on-topic,tornado,"{'word': 'Oklahoma', 'spans': [{'start': 29, 'end': 37}], 'country_predicted': 'USA', 'country_conf': 0.9634983, 'geo': {'admin1': 'Oklahoma', 'lat': '35.49209', 'lon': '-97.50328', 'country_code3': 'USA', 'geonameid': '4544379', 'place_name': 'Oklahoma', 'feature_class': 'A', 'feature_code': 'ADM1'}}"
2248,'295694611316346880',"Three die in Queensland flooding: Queensland is in the grip of another extraordinary flood crisis, as cities and towns across the sta...",on-topic,floods,"{'word': 'Queensland', 'spans': [{'start': 13, 'end': 23}], 'country_predicted': 'AUS', 'country_conf': 0.957188, 'geo': {'admin1': 'Queensland', 'lat': '-20', 'lon': '145', 'country_code3': 'AUS', 'geonameid': '2152274', 'place_name': 'State of Queensland', 'feature_class': 'A', 'feature_code': 'ADM1'}}"
2249,'324841287247335424',holy crap the Texas explosion is horrible..,on-topic,explosion,"{'word': 'Texas', 'spans': [{'start': 14, 'end': 19}], 'country_predicted': 'USA', 'country_conf': 0.9634983, 'geo': {'admin1': 'Texas', 'lat': '31.25044', 'lon': '-99.25061', 'country_code3': 'USA', 'geonameid': '4736286', 'place_name': 'Texas', 'feature_class': 'A', 'feature_code': 'ADM1'}}"
2250,'337563715325014016',"RT @rickygervais: “@MTVNews: Beyoncé, Rihanna & Katy Perry send prayers to #Oklahoma #PrayForOklahoma”\\I feel like an idiot now...I only s…",on-topic,tornado,"{'word': 'Oklahoma', 'spans': [{'start': 76, 'end': 84}], 'country_predicted': 'USA', 'country_conf': 0.9634983, 'geo': {'admin1': 'Oklahoma', 'lat': '35.49209', 'lon': '-97.50328', 'country_code3': 'USA', 'geonameid': '4544379', 'place_name': 'Oklahoma', 'feature_class': 'A', 'feature_code': 'ADM1'}}"
2251,'324740990474792960',"RT @nickbilton: That is a HUGE blast: Video of Fertilizer Plant Explosion Near Waco, Texas - http://t.co/d3MMcAIbXm",on-topic,explosion,"{'word': 'Waco', 'spans': [{'start': 79, 'end': 83}], 'country_predicted': 'USA', 'country_conf': 0.9634983, 'geo': {'admin1': 'Texas', 'lat': '31.54933', 'lon': '-97.14667', 'country_code3': 'USA', 'geonameid': '4739526', 'place_name': 'Waco', 'feature_class': 'P', 'feature_code': 'PPLA2'}}"
2252,'591903115189846016',RT @Bashy: ‡__F‡_ÀE For the people of Nepal.,on-topic,earthquake,"{'word': 'Nepal', 'spans': [{'start': 38, 'end': 43}], 'country_predicted': 'NPL', 'country_conf': 0.9516948, 'geo': {'admin1': 'NA', 'lat': '28', 'lon': '84', 'country_code3': 'NPL', 'geonameid': '1282988', 'place_name': 'Federal Democratic Republic of Nepal', 'feature_class': 'A', 'feature_code': 'PCLI'}}"
2253,'325041367376076800',RT @YourAnonNews: Only in Texas.. This is what no zoning regulations looks like.. #WestExplosion #Waco http://t.co/LQspnYZZq9,on-topic,explosion,"{'word': 'Texas', 'spans': [{'start': 26, 'end': 31}], 'country_predicted': 'USA', 'country_conf': 0.9634983, 'geo': {'admin1': 'Texas', 'lat': '31.25044', 'lon': '-99.25061', 'country_code3': 'USA', 'geonameid': '4736286', 'place_name': 'Texas', 'feature_class': 'A', 'feature_code': 'ADM1'}}"
2254,'324750435573448707',60 to 70 dead? In the same week as Boston? What's happening? http://t.co/K2TvYDqonw,on-topic,explosion,"{'word': 'Boston', 'spans': [{'start': 35, 'end': 41}], 'country_predicted': 'USA', 'country_conf': 0.957188, 'geo': {'admin1': 'Massachusetts', 'lat': '42.35843', 'lon': '-71.05977', 'country_code3': 'USA', 'geonameid': '4930956', 'place_name': 'Boston', 'feature_class': 'P', 'feature_code': 'PPLA'}}"
2256,'591903279258308609',RT @rayyykneee: Prolly only 5 people knows about Nepal's earthquake in my school.Smh. They're on Twitter 24/7 but they ignore it cuz it's n‰Û_,on-topic,earthquake,"{'word': 'Nepal', 'spans': [{'start': 49, 'end': 54}], 'country_predicted': 'NPL', 'country_conf': 0.9516948, 'geo': {'admin1': 'NA', 'lat': '28', 'lon': '84', 'country_code3': 'NPL', 'geonameid': '1282988', 'place_name': 'Federal Democratic Republic of Nepal', 'feature_class': 'A', 'feature_code': 'PCLI'}}"
2257,'324266348844818432',RT@Alyssa_Milano: 5 stories about Boston attacks that are false\ http://t.co/JdeBIQp0Nc #BostonMarathon  /via @heykim,on-topic,bombing,"{'word': 'Boston', 'spans': [{'start': 34, 'end': 40}], 'country_predicted': 'USA', 'country_conf': 0.957188, 'geo': {'admin1': 'Massachusetts', 'lat': '42.35843', 'lon': '-71.05977', 'country_code3': 'USA', 'geonameid': '4930956', 'place_name': 'Boston', 'feature_class': 'P', 'feature_code': 'PPLA'}}"
2258,'296367942050922497',"RT @sjreaders: Flood debris, Mowbray Park, East Brisbane, Queensland, Australia http://t.co/qKpxXViG",on-topic,floods,"{'word': 'Mowbray Park', 'spans': [{'start': 29, 'end': 41}], 'country_predicted': 'AUS', 'country_conf': 0.89529574, 'geo': {'admin1': 'New South Wales', 'lat': '-34.15', 'lon': '150.55', 'country_code3': 'AUS', 'geonameid': '2156461', 'place_name': 'Mowbray Park', 'feature_class': 'P', 'feature_code': 'PPL'}}"
2260,'324719390966820864',There was an explosion in Texas...it made a nursing home collapse on old people. That's fucking depressing.,on-topic,explosion,"{'word': 'Texas', 'spans': [{'start': 26, 'end': 31}], 'country_predicted': 'USA', 'country_conf': 0.9634983, 'geo': {'admin1': 'Texas', 'lat': '31.25044', 'lon': '-99.25061', 'country_code3': 'USA', 'geonameid': '4736286', 'place_name': 'Texas', 'feature_class': 'A', 'feature_code': 'ADM1'}}"
